predicted,actual,cancer_type
519.251953,372.271008,PR_PR23
399.062012,372.271008,PR_PR23
317.912018,372.271008,PR_PR23
349.619995,372.271008,PR_PR23
283.312012,372.271008,PR_PR23
241.145996,372.271008,PR_PR23
369.668030,372.271008,PR_PR23
281.914001,372.271008,PR_PR23
246.879974,372.271008,PR_PR23
332.996002,372.271008,PR_PR23
242.253998,372.271008,PR_PR23
379.419983,372.271008,PR_PR23
354.552002,372.271008,PR_PR23
449.855957,372.271008,PR_PR23
406.503326,372.271008,PR_PR23
302.105011,372.271008,PR_PR23
466.162292,372.271008,PR_PR23
320.803040,372.271008,PR_PR23
250.347992,372.271008,PR_PR23
382.052002,372.271008,PR_PR23
234.636993,372.271008,PR_PR23
226.975006,372.271008,PR_PR23
262.397034,372.271008,PR_PR23
382.341003,372.271008,PR_PR23
269.214020,372.271008,PR_PR23
416.171967,372.271008,PR_PR23
421.690002,372.271008,PR_PR23
269.031036,372.271008,PR_PR23
505.807037,372.271008,PR_PR23
225.040985,372.271008,PR_PR23
297.783020,372.271008,PR_PR23
443.881012,372.271008,PR_PR23
338.376038,372.271008,PR_PR23
435.639008,372.271008,PR_PR23
233.095993,372.271008,PR_PR23
232.661987,372.271008,PR_PR23
301.816010,372.271008,PR_PR23
283.648010,372.271008,PR_PR23
283.935974,372.271008,PR_PR23
260.421997,372.271008,PR_PR23
314.153992,372.271008,PR_PR23
260.563995,372.271008,PR_PR23
274.493988,372.271008,PR_PR23
252.227997,372.271008,PR_PR23
246.059982,372.271008,PR_PR23
302.779999,372.271008,PR_PR23
407.737976,372.271008,PR_PR23
345.718018,372.271008,PR_PR23
316.851990,372.271008,PR_PR23
235.071991,372.271008,PR_PR23
323.985016,372.271008,PR_PR23
376.535004,372.271008,PR_PR23
477.808014,372.271008,PR_PR23
417.835022,372.271008,PR_PR23
456.868988,372.271008,PR_PR23
475.638977,372.271008,PR_PR23
275.649994,372.271008,PR_PR23
511.756012,372.271008,PR_PR23
419.785980,372.271008,PR_PR23
440.210632,372.271008,PR_PR23
